measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),92,Spain,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,49.669854369653436,124.02280306641248,0.20097061000347335
2,DALYs (Disability-Adjusted Life Years),189,United Republic of Tanzania,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,139.99078730114914,317.4271160050918,0.6282545048025985
2,DALYs (Disability-Adjusted Life Years),189,United Republic of Tanzania,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,139.99078730114914,317.4271160050918,0.6282545048025985
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,165.06355775970366,378.7125293529906,0.7489104211747222
2,DALYs (Disability-Adjusted Life Years),194,Lesotho,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,219.08989944160808,495.6555287506633,0.9727952946298924
2,DALYs (Disability-Adjusted Life Years),154,Tunisia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,197.19575515085526,440.4923318231011,0.9119591508609961
2,DALYs (Disability-Adjusted Life Years),179,Ethiopia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,164.2187856041345,355.52227921664263,0.905376458785681
2,DALYs (Disability-Adjusted Life Years),63,Ukraine,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,82.61585628653414,217.35455873327763,0.21398247992365593
2,DALYs (Disability-Adjusted Life Years),87,Luxembourg,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,98.8120362735612,247.56792825170606,0.4270441576974735
2,DALYs (Disability-Adjusted Life Years),191,Zambia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,138.54584777674674,303.50324252840113,0.7846956154292624
2,DALYs (Disability-Adjusted Life Years),152,Saudi Arabia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,165.06355775970366,378.7125293529906,0.7489104211747222
2,DALYs (Disability-Adjusted Life Years),150,Oman,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,162.83902267396462,370.72684048209527,0.7458862210494321
2,DALYs (Disability-Adjusted Life Years),44,Bosnia and Herzegovina,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,78.48186627715499,190.61380539121663,0.28187443342556334
2,DALYs (Disability-Adjusted Life Years),16,Philippines,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,49.609517162550496,121.46061061669678,0.21165204759547293
2,DALYs (Disability-Adjusted Life Years),37,Kyrgyzstan,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,74.53143664918147,175.09218963347655,0.2934676405366532
2,DALYs (Disability-Adjusted Life Years),49,North Macedonia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,57.09605630333002,137.87735961407944,0.22650112145257895
2,DALYs (Disability-Adjusted Life Years),128,Guatemala,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,64.7046244132079,161.91086881058746,0.2565401334222795
2,DALYs (Disability-Adjusted Life Years),114,Haiti,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,130.26667096410281,308.75405052786886,0.5867721142761329
2,DALYs (Disability-Adjusted Life Years),23,Kiribati,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,107.72635821027995,237.74247469142722,0.5846500467229419
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,14.2920106651999,37.24427753460174,0.04791177400707576
2,DALYs (Disability-Adjusted Life Years),90,Norway,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,72.36524615175546,175.1337810303079,0.28216003888563507
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,90.80504953600344,220.53875337243045,0.36295759754112167
2,DALYs (Disability-Adjusted Life Years),92,Spain,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,49.669854369653436,124.02280306641248,0.20097061000347335
2,DALYs (Disability-Adjusted Life Years),30,Vanuatu,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,116.25324914862232,246.79207339698723,0.6211623268781767
2,DALYs (Disability-Adjusted Life Years),63,Ukraine,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,82.61585628653414,217.35455873327763,0.21398247992365593
2,DALYs (Disability-Adjusted Life Years),145,Kuwait,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,180.26299057538705,409.16649669178696,0.869514443358503
2,DALYs (Disability-Adjusted Life Years),33,Armenia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,37.52743770731683,96.67734514348813,0.14079939475066944
2,DALYs (Disability-Adjusted Life Years),28,Solomon Islands,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,116.8918717929558,253.25422693982085,0.6080951654462815
2,DALYs (Disability-Adjusted Life Years),133,Venezuela (Bolivarian Republic of),2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,88.68624210276437,209.0608156027385,0.37952948658842667
2,DALYs (Disability-Adjusted Life Years),33,Armenia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,37.52743770731683,96.67734514348813,0.14079939475066944
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,14.2920106651999,37.24427753460174,0.04791177400707576
2,DALYs (Disability-Adjusted Life Years),14,Maldives,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,86.498233851163,209.72848942448692,0.34922748828937733
2,DALYs (Disability-Adjusted Life Years),176,Comoros,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,37.811438500620035,97.41844547867734,0.14423493810673269
2,DALYs (Disability-Adjusted Life Years),75,Austria,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,66.61199325864156,163.44731088995684,0.2627819798771381
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,52.11393984837955,133.1030589272013,0.22243018421004845
2,DALYs (Disability-Adjusted Life Years),53,Serbia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,55.63715869325362,134.68082123347355,0.2044147054182638
2,DALYs (Disability-Adjusted Life Years),187,Somalia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,144.29480014955743,330.6420150984511,0.6459000147264322
2,DALYs (Disability-Adjusted Life Years),186,Seychelles,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,39.76616827207816,98.71001160627789,0.16874586329349678
2,DALYs (Disability-Adjusted Life Years),143,Iraq,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,100.57125958276947,246.87650913238897,0.4410673993758341
2,DALYs (Disability-Adjusted Life Years),144,Jordan,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,140.46185576396334,343.6284995498062,0.6128988776546065
2,DALYs (Disability-Adjusted Life Years),111,Dominican Republic,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,121.20753548030132,291.73930038615646,0.5173518259957323
2,DALYs (Disability-Adjusted Life Years),190,Uganda,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,268.56590774125345,611.2620401961992,1.3964991910265632
2,DALYs (Disability-Adjusted Life Years),85,Israel,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,162.68059864104933,372.007766010427,0.7998395578700754
2,DALYs (Disability-Adjusted Life Years),155,Turkey,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,191.28185773928044,426.7449223102822,0.966064166029426
2,DALYs (Disability-Adjusted Life Years),16,Philippines,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,49.609517162550496,121.46061061669678,0.21165204759547293
2,DALYs (Disability-Adjusted Life Years),25,Micronesia (Federated States of),2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,90.1796188795084,202.6073970491669,0.43490587851704937
2,DALYs (Disability-Adjusted Life Years),196,South Africa,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,162.80831976658507,358.04528937345583,0.8204610958555072
2,DALYs (Disability-Adjusted Life Years),90,Norway,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,72.36524615175546,175.1337810303079,0.28216003888563507
2,DALYs (Disability-Adjusted Life Years),71,Australia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,131.72472602174255,311.08291068442986,0.4992039438221679
2,DALYs (Disability-Adjusted Life Years),12,Lao People's Democratic Republic,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,47.11360295842987,118.00589305234676,0.19545215456380294
2,DALYs (Disability-Adjusted Life Years),180,Kenya,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,150.3564336550081,332.7570776088756,0.7378165286864335
2,DALYs (Disability-Adjusted Life Years),121,Bolivia (Plurinational State of),2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,146.285226388222,328.6681323771214,0.6891238468368577
2,DALYs (Disability-Adjusted Life Years),78,Denmark,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,178.7959261719448,398.9488105748345,0.7516432510467265
2,DALYs (Disability-Adjusted Life Years),89,Netherlands,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,124.29075241334978,280.51277970902527,0.4805377320188588
2,DALYs (Disability-Adjusted Life Years),130,Mexico,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,100.97249915164765,227.43575465414585,0.46405092512599755
2,DALYs (Disability-Adjusted Life Years),95,United Kingdom,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,162.86846985277188,360.02547397258746,0.7327949004768342
2,DALYs (Disability-Adjusted Life Years),105,Antigua and Barbuda,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,102.28589579230041,246.5219940161086,0.47383523670958944
2,DALYs (Disability-Adjusted Life Years),107,Barbados,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,103.5922820170572,247.42402283823242,0.4883483094872755
2,DALYs (Disability-Adjusted Life Years),123,Peru,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,75.92489214563079,173.81810896462255,0.3627344918863521
2,DALYs (Disability-Adjusted Life Years),191,Zambia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,138.54584777674674,303.50324252840113,0.7846956154292624
2,DALYs (Disability-Adjusted Life Years),171,Democratic Republic of the Congo,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,255.51770564379703,557.5145070111427,1.1966163270464942
2,DALYs (Disability-Adjusted Life Years),97,Argentina,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,47.91042668483695,117.75427717029088,0.19286595553381383
2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,168.3229400529484,374.4468681535844,0.8631495993915509
2,DALYs (Disability-Adjusted Life Years),123,Peru,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,75.92489214563079,173.81810896462255,0.3627344918863521
2,DALYs (Disability-Adjusted Life Years),112,Grenada,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,101.91612730310678,241.54989934282636,0.4211824088232593
2,DALYs (Disability-Adjusted Life Years),80,France,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,130.79818276948882,310.9641695743712,0.5174656846431829
2,DALYs (Disability-Adjusted Life Years),25,Micronesia (Federated States of),2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,90.1796188795084,202.6073970491669,0.43490587851704937
2,DALYs (Disability-Adjusted Life Years),10,Cambodia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,57.99699236426609,145.62505692345908,0.2337913682904895
2,DALYs (Disability-Adjusted Life Years),62,Russian Federation,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,93.42527119062545,210.3332706937193,0.3689422852708653
2,DALYs (Disability-Adjusted Life Years),60,Lithuania,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,112.60235358498885,261.56041356428307,0.4399691196795309
2,DALYs (Disability-Adjusted Life Years),125,Colombia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,81.49185175478651,181.99648505155196,0.3931523254123793
2,DALYs (Disability-Adjusted Life Years),164,Nepal,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,134.13227973728888,305.95001998684853,0.611874027259688
2,DALYs (Disability-Adjusted Life Years),109,Cuba,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,212.04391928128405,490.62052317744826,0.8773877140343752
2,DALYs (Disability-Adjusted Life Years),147,Libya,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,170.33187548074739,385.71106337629965,0.8006108451624053
2,DALYs (Disability-Adjusted Life Years),83,Iceland,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,37.04684963541489,94.04602943279365,0.13907485988362825
2,DALYs (Disability-Adjusted Life Years),114,Haiti,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,130.26667096410281,308.75405052786886,0.5867721142761329
2,DALYs (Disability-Adjusted Life Years),51,Poland,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,31.318686404396924,79.7070093376177,0.11428704119830173
2,DALYs (Disability-Adjusted Life Years),109,Cuba,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,212.04391928128405,490.62052317744826,0.8773877140343752
2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,38.75577184711649,92.76601996293229,0.17487551837832063
2,DALYs (Disability-Adjusted Life Years),46,Croatia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,86.18171163465648,208.1892501752629,0.32241222126212793
2,DALYs (Disability-Adjusted Life Years),164,Nepal,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,134.13227973728888,305.95001998684853,0.611874027259688
2,DALYs (Disability-Adjusted Life Years),75,Austria,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,66.61199325864156,163.44731088995684,0.2627819798771381
2,DALYs (Disability-Adjusted Life Years),13,Malaysia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,55.79783529504048,135.12198636670638,0.23398580217632964
2,DALYs (Disability-Adjusted Life Years),91,Portugal,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,92.18002644312789,231.10097913719642,0.3565562707436123
2,DALYs (Disability-Adjusted Life Years),130,Mexico,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,100.97249915164765,227.43575465414585,0.46405092512599755
2,DALYs (Disability-Adjusted Life Years),29,Tonga,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,67.66626811357555,156.43979764735718,0.3001998343320121
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,52.11393984837955,133.1030589272013,0.22243018421004845
2,DALYs (Disability-Adjusted Life Years),127,El Salvador,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,125.66187350722363,311.7891494825288,0.5491872600134878
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,128.4562685683095,286.2745698151304,0.5917698175995926
2,DALYs (Disability-Adjusted Life Years),195,Namibia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,87.45573326389756,203.04212764551184,0.3700929066359013
2,DALYs (Disability-Adjusted Life Years),78,Denmark,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,178.7959261719448,398.9488105748345,0.7516432510467265
2,DALYs (Disability-Adjusted Life Years),15,Myanmar,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,27.922206496750906,69.16060060112987,0.12488635868422494
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,199.35819910242668,447.63228370681867,0.8927316652105821
2,DALYs (Disability-Adjusted Life Years),52,Romania,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,74.8055894689461,172.04865806737436,0.3499231711040815
2,DALYs (Disability-Adjusted Life Years),93,Sweden,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,156.67950544907433,360.47653569088453,0.6226677309686833
2,DALYs (Disability-Adjusted Life Years),153,Syrian Arab Republic,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,155.5987505006506,351.10956737670034,0.706994246313893
2,DALYs (Disability-Adjusted Life Years),175,Burundi,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,166.41262557757088,383.5089218728245,0.7383090713724134
2,DALYs (Disability-Adjusted Life Years),111,Dominican Republic,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,121.20753548030132,291.73930038615646,0.5173518259957323
2,DALYs (Disability-Adjusted Life Years),113,Guyana,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,175.77043893404814,412.95212436413453,0.7507574856984761
2,DALYs (Disability-Adjusted Life Years),161,Bangladesh,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,222.35318664671553,492.412482907998,1.1709346445140738
2,DALYs (Disability-Adjusted Life Years),133,Venezuela (Bolivarian Republic of),2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,88.68624210276437,209.0608156027385,0.37952948658842667
2,DALYs (Disability-Adjusted Life Years),156,United Arab Emirates,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,168.3229400529484,374.4468681535844,0.8631495993915509
2,DALYs (Disability-Adjusted Life Years),89,Netherlands,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,124.29075241334978,280.51277970902527,0.4805377320188588
2,DALYs (Disability-Adjusted Life Years),11,Indonesia,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,41.75121871781514,99.34328410202667,0.18211933384971474
2,DALYs (Disability-Adjusted Life Years),11,Indonesia,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,41.75121871781514,99.34328410202667,0.18211933384971474
2,DALYs (Disability-Adjusted Life Years),27,Samoa,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,58.024857102494146,139.60032950713202,0.23219772711470985
2,DALYs (Disability-Adjusted Life Years),196,South Africa,2,Female,24,15-49 years,558,Mental disorders,135,Intimate partner violence,3,Rate,1990,162.80831976658507,358.04528937345583,0.8204610958555072
2,DALYs (Disability-Adjusted Life Years),87,Luxembourg,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,98.8120362735612,247.56792825170606,0.4270441576974735
2,DALYs (Disability-Adjusted Life Years),105,Antigua and Barbuda,2,Female,24,15-49 years,567,Depressive disorders,135,Intimate partner violence,3,Rate,1990,102.28589579230041,246.5219940161086,0.47383523670958944
